text,intent,source,group,n_tokens
I study CSE. What is the minimum attendance required to appear for exams?,attendance,template,attendance::What is the minimum attendance required to appear for exams?,13
I study CSE. wat is the fee for the supplementary exam?,examinations,augmented,examinations::What is the fee for the {exam}?,11
why do males want to be alpha,out_of_scope,clinc150,clinc::why do males want to be alpha,7
"Hello, can I apply online for a passing certificate or do I have to visit the office?",certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,17
urgent: where do i apply for a dupliate hostel id card? it is urgent.,id_cards,augmented,id_cards::Where do I apply for a duplicate {card}?,14
When will the end semester exam timetable be released?,examinations,seed,seed::0::examinations,9
"Hello, the portal shows me absent although I was present in mathematics class.",attendance,template,attendance::The portal shows me absent although I was present in {subject} class.,13
Roll number J056 here. What is the eligibility for the SC/ST scholarship?,scholarships,template,scholarships::What is the eligibility for the {sch}?,12
I am a final year biotech student. I need a NOC for a bank loan.,certificates,template,certificates::I need a {cert} for {purpose}.,15
"Help, my identity card is broken. I am in first year.",id_cards,template,"id_cards::Help, my {card} is {problem}.",11
I was absent because of a sports event. Can my attendance be adjusted?,attendance,template,attendance::I was absent because of {reason}. Can my attendance be adjusted?,13
I am a faculty member in MBA. I have not received my hostel ID card yet even after the start of the semester. It is urgent.,id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,26
Quick question: what is the curfew time in the hostel?,hostel,template,hostel::What is the curfew time in the hostel?,10
I study biotech. The result shows me absent for DBMS even though I appeared. Please help.,examinations,template,examinations::The result shows me absent for {subject} even though I appeared.,16
"As a second year student, when will the mathematics marks be published?",examinations,template,examinations::When will the {subject} marks be published?,12
Can I apply online for a course completion certificate or do I have to visit the office? Thank you.,certificates,template,certificates::Can I apply online for a {cert} or do I have to visit the office?,19
What is the seating arrangement for the makeup exam?,examinations,template,examinations::What is the seating arrangement for the {exam}?,9
Can I get a temporary ID card while the new one is being printed?,id_cards,seed,seed::14::id_cards,14
wat documments are needed for a replacement identity card,id_cards,augmented,id_cards::What documents are needed for a replacement {card}?,9
Please guide me to apply for the merit scholarship.,scholarships,template,scholarships::Please guide me to apply for the {sch}.,9
My attendance is 73 percent. Will I be detained? Any help is appreciated.,attendance,template,attendance::My attendance is {pct}. Will I be detained?,13
I want to apply for a research fellowship at the university.,scholarships,seed,seed::17::scholarships,11
How much does a duplicate marksheet cost?,transcripts,template,transcripts::How much does a {doc} cost?,7
How can I drop the elective after registering? Any help is appreciated.,academic_registration,template,academic_registration::How can I drop the {course} after registering?,12
How do I get a provisional degree certificate? Thank you.,certificates,template,certificates::How do I get a {cert}?,10
I am a second year civil student. How do I apply for attendance condonation due to a conference?,attendance,template,attendance::How do I apply for attendance condonation due to {reason}?,18
My registration for semester 6 is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,14
Can I stay in the hostel during the sem break? Thanks,hostel,augmented,hostel::Can I stay in the hostel during {vac}?,11
the result shhows me absent for operating systems even though i appeared.,examinations,augmented,examinations::The result shows me absent for {subject} even though I appeared.,12
Please tell me the procedure for the viva in computer networks.,examinations,template,examinations::Please tell me the procedure for the {exam} in {subject}.,11
Tell me the procedure for obtaining a degree cert.,certificates,augmented,certificates::Tell me the procedure for obtaining a {cert}.,9
Quick question: what minimum CGPA do I need to keep my research fellowship? Any help is appreciated.,scholarships,template,scholarships::What minimum CGPA do I need to keep my {sch}?,17
What documents are required for a bonafide certificate?,certificates,template,certificates::What documents are required for a {cert}?,8
Which cafe near campus has the best coffee?,out_of_scope,hard_negative,hn::Which cafe near campus has the best coffee?,8
Quick question: are calculators allowed in the end semester exam?,examinations,template,examinations::Are calculators allowed in the {exam}?,10
"My request for a degree transcript is still pending, who do I follow up with?",transcripts,template,"transcripts::My request for a {doc} is still pending, who do I follow up with?",15
"Sir, do I need to upload my Aadhaar card for the sports scholarship?",scholarships,template,scholarships::Do I need to upload my {sdoc} for the {sch}?,13
how many oscars did star wrs films win,out_of_scope,augmented,clinc::how many oscars did star wars films win,8
I'm in semester 5 of biotech. Who do I contact about the supplementary exam schedule?,examinations,template,examinations::Who do I contact about the {exam} schedule?,15
